IncSpecies,IncCount,IncNotes,Timestamp_UTC,Timestamp_Local,Year,Day_of_Year,Feature_Latitude,Feature_Longitude,Observer_Latitude,Observer_Longitude,Datum,Map_Name,Map_Author,Map_Date,Angle,Distance,Perp_Meters
"Moose",1,,2023-05-20T00:10:48.999Z,2023-05-19T16:10:48.999 AKDT,2023,139,61.219067,-149.889185,61.217152,-149.885783,WGS84,Anchorage,Unknown,2022-02-07 21:19:29 +0000,,,
